Id,Name,Definition,Class,PropList,Picture
aminopenicillin,Aminopenicillin Aminopenicillins,Amoxicillin (w/wo clavulanate) and Ampicillin (w/wo sulbactam). Contain an amino group that increases activity against gram negative anaerobes. Paired with beta lactamase inhibitors like clavulanate and sulbactam. ,Beta_Lactam,"[""amp/amox alone are very similar to penicillin"", ""DOC for E. faecolis"", ""adding beta lactamase increases gram - spectrum and anaerobic activity""]",
anti-pseudomonal_penicillin,Anti Pseudomonal Penicillins,Piperacillin-tazobactam and Ticarcillin-clavulanate. Paired with beta lactamase inhibitors and cover pseudomonas and gram negative anaerobes in addition.,Beta_Lactam,"[""very broad gram + and gram - and anaerobic coverage"", ""covers P. aeruginosa"", ""no MRSA coverage""]",
first_gen_cephalosporin,First Generation Cephalosporins,Cefazolin and Cephalexin (oral). Treat gram positive cocci and gram negative UTIs,Cephalosporin,"[""MSSA coverage"", ""Beta hemolytic strep"", ""moderate activity against eneterobacteriaceae""]",
second_gen_cephalosporin,Second Generation Cephalosporins,"Cefuroxime, cefoxitin, cefotetan. Have extended gram - coverage and treat sinusitis, otitis, and respiratory tract infections.",Cephalosporin,"[""similar gram + activity to first gen cephs"", ""cefuroxime has improved activity against respiratory Gram - (H. influenzae and M. catarrhalis)"", ""cefoxitin and cefotetan have improved activity against enterobactericeae and covers anaerobes""]",
third_gen_cephalosporin,Third Generation Cephalosporins,"Ceftriaxone, cefotaxime, Ceftazidime, Ceftaroline, Cefdinir(oral), Cefpodoxime(oral), and Cefixime (oral). Have extended gram positive and negative cover, able to cross the blood brain barrier to treat meningitis infections. Treat drug resistant bacteria.",Cephalosporin,"[""Broad spectrum gram + and - coverage"", ""good for strep. Pneumoniae"", ""Ceftazidime has not Gram + and covers P. aeruginosa"", ""Ceftaroline is only beta lactam that covers MRSA, similar gram - to ceftriaxone/cefotaxime""]",
fourth_gen_cephalosporin,Fourth Generation Cephalosporins,Cefepime. Can penetrate CNS and treat pseudomonal infections.,Cephalosporin,"[""Very broad gram + and - activity"", ""no anaerobic activity"", ""no MRSA""]",
fifth_gen_cephalosporin,Fifth Generation Cephalosporins,Ceftolozone/tazobactam and Ceftazidime/avibactam. Targets multi drug resistance pseudomonas and MRSA.,Cephalosporin,"[""ceftolozone/tazobactam targets multi-drug resistant pseudomonas but poor activity against class A carbapenemases"", ""Ceftazidime/avibactam has broad gram negative coverage, treats carbapenem resistant Enterobacteriaceae (Klebsiella, Serratia, etc.)"", ""Avibactam inhibits class A carbapenemase and ESBLs and ampCs""]",
imi_mero_dori,Imipenem/Meropenem/Doripenem,"Carbapenems are a class of antibiotics that are used to treat severe bacterial infections, particularly those that are known or suspected to be multidrug-resistant. They are a type of beta-lactam antibiotic, which means they have a chemical structure called a beta-lactam ring",Carbapenem,"[""very broad spectrum Gram + and - activity, including anaerobes"", ""covers extended spectrum beta lactamase (ESBL) organisms"", ""covers psuedomonas""]",
ertapenem,Ertapenem,"Carbapenems are a class of antibiotics that are used to treat severe bacterial infections, particularly those that are known or suspected to be multidrug-resistant. They are a type of beta-lactam antibiotic, which means they have a chemical structure called a beta-lactam ring",Carbapenem,"[""very broad spectrum Gram + and - activity, including anaerobes"", ""covers extended spectrum beta lactamase (ESBL) organisms"", ""DOES NOT cover Pseudomonas""]",
meropenem_vaborbactam,Meropenem Vaborbactam,"Carbapenems are a class of antibiotics that are used to treat severe bacterial infections, particularly those that are known or suspected to be multidrug-resistant. They are a type of beta-lactam antibiotic, which means they have a chemical structure called a beta-lactam ring",Carbapenem,"[""very broad gram + and - activity, including anaerobes"", ""same coverage as mero with added coverage for CRE"", ""vaborbactam inhibits class A carbapenemase and ESBLS, ampCs""]",
aminoglycoside,Aminoglycosides,"Tobramycin, Gentamicin, Amikacin, Streptomycin, and Plazomicin. Aminoglycosides function by binding to 30S ribosomal subunits and are bacteriocidal",Antibacterial,"[""Aerobic Gram - bacilli"", ""Used synergistically for gram positive infections"", ""inactivated by acetylation (amikacin is resistant)""]",
fluoroquinolone,Fluoroquinolones,"Ciprofloxacin, Levofloxacin, Moxifloxacin, Delafloxacin. Inhibits topoisomerase II and IV (bacteria DNA gyrase) and promot DNA breaks during replication. Treats UTIs and GI diseases.",Antibacterial,"[""Broad spectrum gram + and - coverage"", ""Moxi covers anaerobes, but no Pseudomonas"", ""Cipro is best for pseudomonas but minimal gram + activity"", ""Levo good for both gram + and -"", ""Increasing resistance"", ""binding of divalent cations""]",
tetra_mino_doxy,Tetracycline Minocycline Doxycycline,"Inhibits protein synthesis by binding predominantly with the 30S ribosomal subunit. Bacteriostatic. Broad spectrum and treat zoonotic diseases, skin and soft tissue infections.",Tetracycline,"[""Atypical bacteria"", ""Gram + bacteria"", ""Rickettsia"", ""metals have reduced absorption""]",
tige_era_oma,Tigecycline Eravacycline Omadacycline,"Inhibits protein synthesis by binding predominantly with the 30S ribosomal subunit. Bacteriostatic. Broad spectrum and treat zoonotic diseases, MDR culture directed therapy.",Tetracycline,"[""Broad Gram + and - activity"", ""No Pseudomonas"", ""All IV only except omadacycline"", ""metals have reduced absorption""]",
macrolide,Macrolides,"Azithromycin, Clarithromycin, Erythromycin. Inhibits RNA-dependent protein synthesis at the chain elongation step; binds to the 50S ribosomal subunit resulting in blockage of transpeptidation, bacteriostatic. Treats community aquired atypical pneumonia",Antibacterial,"[""Atypical bacteria (Mycoplasma, Legionella, Chlamydophila)"", ""50 - 75% of S. pneumoniae"", ""Non tuberculosis mycobacteria"", ""inhibits pgp efflux""]",
vancomycin,Vancomycin,Glycopeptide. Inhibits bacterial cell wall synthesis by blocking glycopeptide polymerization through binding tightly to D-alanyl-D-alanine portion of cell wall precursor. IV and mainly treats MRSA and C. diff.,Antibacterial,"[""only gram + coverage"", ""DOC for serious MRSA infections"", ""PO form - C. difficile"", ""D-ALA D-LAC confer vancomycin resistance"", ""hypotension with red man flushing syndrome""]",
daptomycin,Daptomycin,Cyclic lipopeptide. Binds to bacterial cell membranes and causes cell death by inducing rapid depolarization of the membrane potential by binding to cell membrane through calcium ions. Contraindicated in pneumonia since surfactant inactivates the drug.,Antibacterial,"[""Only gram + coverage"", ""MRSA"", ""Vancomycin-resistant enterococci""]",
linezolid,Linezolid,Oxazolidinone. Inhibits protein synthesis by binding the 23s ribosomal RNA of the 50s subunit. ,Antibacterial,"[""Only gram + coverage"", ""MRSA"", ""Vancomycin-resistant enterococci""]",
metronidazole,Metronidazole,Small molecule able to diffuse into an organism and induce cell death by inhibiting protein synthesis. Formation of toxic intermediate metabolites and free radicals following cellular uptake induces strand breakage. Treats C. Diff,Antibacterial,"[""DOC for severe anaerobic infections"", ""treats C diff"", ""disulfiram like reaction""]",
smx_tmp,Sulfamethoxazole-trimethoprim,"is a combination drug that disrupts folate synthesis at two sequential steps. It consists of two medications: sulfamethoxazole, a PABA analog that inhibits the first enzymatic step (dyhydropterate synthase) and trimethoprim which blocks the second enzymatic step (dihydrofolate reductase). This combination is often the first-line treatment for urinary tract infections (UTIs) and provides substantial gram-negative gastrointestinal coverage.",Antibacterial,"[""Mostly Gram + (including MRSA)"", ""Decent for beta hemolytic strep"", ""No enterococcus"", ""some Gram - activity (resistance in ecoli)"", ""DOC for pneumocystis jiroveci pneumonia""]",
clindamycin,Clindamycin,"Inhibits protein synthesis by binding the 50s ribosomal subunit of bacteria, gram positive anaerobes and bacteriostatic",Antibacterial,"[""only gram +"", ""covers anaerobes"", ""covers 50-75% of MRSA""]",
polymyxin,Polymyxins,Polypeptide detergent molecules Penetrate cell membrane and disrupt phospholipids. Culture directed therapy for gram - infections. Examples are polymixin B and colistin,Antibacterial,"[""Only gram -"", ""IV only""]",
chloramphenicol,Chloramphenicol,Binds 50S ribosome and inhibits protein synthesis. ,Antibacterial,"[""Broad activity against gram - and gram +"", ""may be used in third world countries for meningitis""]",
lipoglycopeptide,Long acting lipoglycopeptides.,Dalbavancin and oritavancin. Cell wall synthesis inhibitors,Antibacterial,"[""Gram positives, including VRE and MRSA"", ""infusion reactions""]",
tuberculosis_drug,Tuberculosis Drugs,"RIPE (rifampin, isoniazid, pyrazinamide, ethambutol). Usually dosed 2at a time for 4 months. Isoniazid prevents mycolic acid synthesis, rifampin binds to RNA polymerase in bacteria. Ethambutol blocks arabinosyl transferase. Pyrazinamie gets activated to Pyrazinoic acid in the bacilli where it interferes with fatty acid synthase FAS I",Antimycobacterial,"[""INH inhibits mycolic acid synthesis, activated by catalase peroxidase"", ""ethambutol inhibits aribinosyl transferase and inhibits carbohydrate cell well formation"", ""rifampin binds RNA polymerase preventing transcription""]",
leprosy_drug,Leprosy Drugs,"ethambutol, rifabutin, rifampin macrolides used as well. Mycobacterium avium complex is indicated for CD4 < 50, treated with azithromycin, clarithromycin, ethambutol, and rifabutin. Leprosy is treated with dapsone and rifampin, and clofazimine in serious cases.",Antimycobacterial,"[""treats M avium and M leprae""]",
ototoxicity,Ototoxicity,"Ototoxicity is a condition that occurs when the inner ear is damaged by certain medications or chemicals, causing hearing or balance problems",Clinical,,
photosensitivity,Photosensitivity,"Photosensitivity, also known as light sensitivity or a sun allergy, is an abnormal reaction to light that can cause the skin to become very sensitive to sunlight or other forms of ultraviolet (UV) light",Clinical,,
tendonitis,Tendonitis,"Tendonitis is a condition that occurs when a tendon swells and becomes inflamed, usually due to repetitive strain or overuse",Clinical,,
teratogen,Teratogen,an agent or factor which causes malformation of an embryo.,Generic,,
qtc,Qtc Prolongation,"QTc prolongation is a condition where the heart's ventricles take longer than normal to repolarize, or relax",Clinical,,
myelosuppression,Myelosuppression,"Myelosuppression, also known as bone marrow suppression, is a condition that occurs when the bone marrow's ability to produce blood cells decreases",Clinical,,
hypersensitivity,Hypersensitivity,"Hypersensitivity is an immune system abnormality that causes an adverse reaction to a substance, such as a drug or harmless antigen",Clinical,,
cytochrome_p450,Cytochrome P450,The cytochrome P450 family is a group of enzymes found mainly in the liver which perform oxidation and reduction reactions using iron. These reactions are part of phase 1 metabolism enhancing water solubility thus aiding excretion,Cell_Structure,,
myopathy,Myopathy,Myopathy is a general term for a disease that affects the muscles that control voluntary movement in the body,Clinical,,
rna_pol,RNA Polymerase,"RNA polymerase (green) synthesizes RNA by following a strand of DNA. RNA polymerase is an enzyme that is responsible for copying a DNA sequence into an RNA sequence, duyring the process of transcription",Generic,,
